id,term_in_arabic,new_term_in_arabic,term_in_arabic_normalized,definition_in_english,part_of_speech,is_from_french,is_vulgar,french,example_sentence_in_arabic,example_sentence_in_arabic_normalized,example_sentence_in_english
14628,إجرَاءَاتْ عَدْلِيّة,,إجراءات عدلية,judicial procedures,N,False,False,,هذوما إجراءات عدليّة لازم نعملوهم,هذوما إجراءات عدلية لازم نعملوهم,Those are judicial procedures that need to be done.
14629,إجْرَاءاتْ قَانُونِيَّة,,إجراءات قانونية,legal procedures,N,False,False,,فمّا إجراءات قانونيّة لازم تعملهم,فما إجراءات قانونية لازم تعملهم,There are legal procedures that must be done.
14630,أجِّلْ,,أجل,"to delay, push back",V,False,False,,أجّل العرس متاعو للعام الجاي .,أجل العرس متاعو للعام الجاي .,He delayed his wedding to next year.
14631,أجْمَعِينْ,,أجمعين,"everyone, all people (said in prayers)",N,False,False,,"ربّي ينجّحنا الناس الكل , آمين أجمعين .","ربي ينجحنا الناس الكل , آمين أجمعين .","May God make us all successful, Amen everyone."
14632,أجْنَبِي,,أجنبي,"foreigner, stranger",N,False,False,,"جا واحد أجنبي عالحومة يسكن جديد بحذانا , عمري ما ريتو قبل .","جا واحد أجنبي عالحومة يسكن جديد بحذانا , عمري ما ريتو قبل .",A foreigner came to the neighborhood and now lives by us; I had never seen him before.
14634,جُوجِمْ,,جوجم,"to annoy, bother, torment",V,False,False,,الموزيكا هذي تجوجملي راسي,الموزيكا هذي تجوجملي راسي,That music bothers my head.
14636,آجُونْ,آجُونْ,آجون,agent,N,True,False,Agent,دبّر خدمة آجون دو سيكوريتا,دبر خدمة آجون دو سيكوريتا,He got work as a security agent.
14642,إجيبْ الضَّحْكَة,,إجيب الضحكة,"it's funny, makes you laugh",V,False,False,,الكوميدي يعرف يجيب الضّحكة,الكوميدي يعرف يجيب الضحكة,The comedian knows how to make people laugh.
14643,أحْ,,أح,"ow, ouch",INTERJ,False,False,,"أحْ , قرصتني نحلة ..","أح , قرصتني نحلة ..","Ow, a bee stung me."
14644,إحَاحِي,,إحاحي,"to yell loudly, with force",V,False,False,,يخدم يحاحي على الحلّوف,يخدم يحاحي على الحلوف,He works and yells loudly at the pig.
14646,إحَاطَة,,إحاطة,"surroundings, environment, care",N,False,False,,العايلة هذي ناقصة إحاطة إجتماعيّة,العايلة هذي ناقصة إحاطة إجتماعية,That familiy is lacking social care.
14647,إْحالَة,,إحالة,"appearance, delivery",N,False,False,,اليوم الإحالة متع المجرم للمحكمة,اليوم الإحالة متع المجرم للمحكمة,Today is the criminal's appearance before the court.
14649,إحِبْ عَلْ الطْحِينْ,,إحب عل الطحين,he wants to be flattered (crass),PHR,False,True,,المدير الجديد يحبّ على الطحين,المدير الجديد يحب على الطحين,The new director wants his butt kissed.
14650,إحِبْ عَلْ الُقفَّة,,إحب عل القفة,he wants to be flattered,PHR,False,False,,المدير هذا يحبّ على القفّة,المدير هذا يحب على القفة,That director wants to be flattered.
14652,إحْتَاجْ,,إحتاج,"to need, require",V,False,False,,أنور إحتاج شوية فلوس خاطر مازلو ماصبولوش شهريتو,أنور إحتاج شوية فلوس خاطر مازلو ماصبولوش شهريتو,Anwer needs some money because they still haven't deposited his salary.
14653,إحْتَاطْ,,إحتاط,"to watch out, be careful",V,False,False,,الواحد لازمو يحتاط ويرد بالو على روحو,الواحد لازمو يحتاط ويرد بالو على روحو,People need to be careful and watch out for themselves.
14655,إحْتِجَاجْ,,إحتجاج,protest,N,False,False,,الخدّامة عملو إحتجاج,الخدامة عملو إحتجاج,The workers held a protest.
14656,إحْتِجَاجْ سِلْمِي,,إحتجاج سلمي,peaceful protest,N,False,False,,غدوة باش نعملو إحتجاح سلمي,غدوة باش نعملو إحتجاح سلمي,We're going to hold a peaceful protest tomorrow.
14659,إحْتِرَامْ الذَّاتْ,,إحترام الذات,self respect,V,False,False,,لازم تعلّم ولدك إحترام الذات,لازم تعلم ولدك إحترام الذات,You need to teach your son to respect himself.
14660,إِحْتَرَمْ العَادَاتْ وَ التَقَالِيدْ,,إحترم العادات و التقاليد,respect of customs and traditions,V,False,False,,كي تسافر لازمك تحترم العادات و التقاليد متع البلاد الأخرى,كي تسافر لازمك تحترم العادات و التقاليد متع البلاد الأخرى,"When you travel, you need to respect the customs and traditions of the other country."
14662,إحْتَضَنْ,,إحتضن,"to host, welcome, organize",V,False,False,,البرازيل إحتضنت كأس العالم 2016,البرازيل إحتضنت كأس العالم 2016,Brazil hosted the 2016 World Cup.
14663,إحْتِفَاضْ,,إحتفاض,"maintaining, preserving",V,False,False,,تنجّم تحتفض بالباقي,تنجم تحتفض بالباقي,You can keep the rest.
14664,إحْتِفَالْ,,إحتفال,celebration,N,False,False,,اليوم الإحتفال بعيد الجمهوريّة,اليوم الإحتفال بعيد الجمهورية,Today is the celebration of the Republic Day.
14665,إحْتَفَضْ بِه,,إحتفض به,"to keep, preserve something",V,False,False,,الترجي إحتفظ بلفب البطولة من جديد,الترجي إحتفظ بلفب البطولة من جديد,Taraji kept its title anew.
14666,إحْتَفَل,,إحتفل,"to celebrate, party",V,False,False,,وقتاش باش تحتفل بعيد ميلادك,وقتاش باش تحتفل بعيد ميلادك,When are you going to celebrated your birthday?
14667,إحْتِقَارْ,,إحتقار,"contempt, looking down on",V,False,False,,ميحبش الاحتقار,ميحبش الاحتقار,He doesn't like contempt.
14670,إحْتِلَامْ,,إحتلام,"wet dream, nocturnal emission",V,False,False,,الإحتلام هو تقوم في الصباح تلقى روحك بزّعت,الإحتلام هو تقوم في الصباح تلقى روحك بزعت,Wet dreams is when you wake up in the morning and find you've ejaculated.
14672,إحْتَوَى,,إحتوى,"to contain, include",V,False,False,,احتوى هذا الكيس على 400 كغ م الذهب,احتوى هذا الكيس على 400 كغ م الذهب,This bag contains 400 kilograms of gold.
14673,إحْتِيَاطِي,,إحتياطي,"stockpile, reserve",N,False,False,,أمريكا عندها أكبر إحتياطي نفط في العالم,أمريكا عندها أكبر إحتياطي نفط في العالم,America has the largest stockpile of oil in the world.
14674,حُثْ,,حث,"to push, provoke, encourage",V,False,False,,بابا ديما يحث في باش نقرا أكثر,بابا ديما يحث في باش نقرا أكثر,Dad is always pushing me to study more.
14678,حَدِّدْ الثَّمَنْ,,حدد الثمن,to set the price,V,False,False,,شكون إلّي يحدّد الثمن متع الإيسونس,شكون إلي يحدد الثمن متع الإيسونس,Who set the price of gas?
14681,إحَرِّرْ الوَقْتْ,,إحرر الوقت,"to plan the time well, think ahead, be on time",V,False,False,,نحرّر في الوقت باش نمشي نخدم,نحرر في الوقت باش نمشي نخدم,I'm planning my time so I can go work.
14686,حِسْ بالتْعَبْ,,حس بالتعب,to feel tired,V,False,False,,بعد ما يطلع في الدروج يحسّ بالتعب,بعد ما يطلع في الدروج يحس بالتعب,"After he goes up the stairs, he feels tired."
14688,إحس رُوحُو تَاعِبْ,,إحس روحو تاعب,he feels tired,V,False,False,,كي نفيق من النوم نحسّ روحي تاعب,كي نفيق من النوم نحس روحي تاعب,"When I waked up from sleep, I feel tired."
14689,إحِسْ رُوحُو دْرَا كِيفَاشْ,,إحس روحو درا كيفاش,"he feels weird, not on his game",PHR,False,False,,كي نقعد مع ناس ما نعرفهمش نحسّ روحي درى كيفاه,كي نقعد مع ناس ما نعرفهمش نحس روحي درى كيفاه,"When I sit with people I don't know, I feel weird."
14690,إحِسْ رُوحُو لَابَاسْ,,إحس روحو لاباس,he feels fine,PHR,False,False,,بعد ما نشرب الدواء نحسّ روحي لاباس,بعد ما نشرب الدواء نحس روحي لاباس,"After I take the medicine, I feel fine."
14691,إحِسْ فِي رُوحُو فُوقْ لعْبَادْ,,إحس في روحو فوق لعباد,"he's proud, thinks he's better than others",PHR,False,False,,أمير منفوخ ويحس في روحو فوق لعباد,أمير منفوخ ويحس في روحو فوق لعباد,Amir is proud and feels he's better than people.
14693,إحْسَاسْ بِالرَّاحَة,,إحساس بالراحة,feeling comfortable,N,False,False,,محلاه الإحساس بالرّاحة بعد نهار خدمة,محلاه الإحساس بالراحة بعد نهار خدمة,Feeling comfortable after a day of work is a great feeling.
14694,إحْسَاسْ قْوِي,,إحساس قوي,strong feelings,N,False,False,,إحساس الأمومة إحساس قويّ,إحساس الأمومة إحساس قوي,Mothers have strong feelings.
14695,إحْسِبْ رُوحِكْ فِي دَارِكْ,,إحسب روحك في دارك,"my house is yours, welcome, make yourself at home",PHR,False,False,,"ما تحشمش, إحسب روحك في دارك","ما تحشمش, إحسب روحك في دارك",Don't be ashamed; my house is yours.
14696,حسِّسْ,,حسس,"to make aware, sensitize",V,False,False,,فما حملة للتحسيس من مخاطر التدخين,فما حملة للتحسيس من مخاطر التدخين,There is a campaign to make people aware of the danger of smoking.
14697,حَسِّنْ,,حسن,"to improve, make better, ameliorate",V,False,False,,لازمك تحسن من المستوى متاعك,لازمك تحسن من المستوى متاعك,You need to improve your level.
14700,حَشْم,,حشم,to embarrass,V,False,False,,أيا أحشم على روحك ويزيك بلا قلة حياء,أيا أحشم على روحك ويزيك بلا قلة حياء,"Come on, be ashamed and quit being disrespectful."
